462.208954, 0.000000
-62.995775, -27.756127
-41.073239, -46.472476
-17.152369, -52.552026
4.644621, -42.453860
13.694556, -25.910150
12.979354, -10.007357
4.186646, -1.200392
-4.610526, -0.214394
-9.057727, -5.988959
-7.454444, -12.503309
-1.333070, -14.934345
3.805362, -12.866899
6.278592, -7.696436
4.308905, -1.695313
0.312854, 0.779148
-3.847450, -1.360760
-4.378351, -5.326358
-1.846684, -9.150573
0.710882, -9.932173
3.267961, -6.331591
3.123154, -3.203768
1.663382, -0.776155
-2.404304, 0.318530
-2.714577, -2.522296
-2.708535, -4.827225
-0.987754, -6.872375
1.420651, -6.352074
2.272831, -3.273976
1.602538, -0.672548
0.237709, 0.670317
-1.557223, -1.056185
-2.120799, -2.637306
-1.256247, -5.281799
0.113433, -5.789580
1.035448, -3.282805
1.883134, -2.488145
0.268524, -0.061418
-0.633333, 0.256095
-1.628564, -1.160724
-2.629849, -2.772275
0.002442, -4.461136
0.555896, -3.952523
1.435820, -2.691198
1.097070, -0.269800
0.287291, 0.062389
-1.713289, -0.191550
-1.300362, -1.559169
-0.886486, -3.396103
-0.353960, -3.970245
0.571644, -3.227708
1.300304, -1.183386
0.618113, 0.408764
-0.625613, 0.666537
-2.021133, -0.807391
-1.292393, -1.736182
-0.065256, -3.267245
1.266018, -2.928106
1.375904, -1.930504
0.656090, -0.686007
-0.782471, -0.204498
-0.898182, 0.278448
-2.019623, -0.813654
-0.365605, -2.108483
0.843712, -2.015749
1.458917, -2.914703
0.778619, -1.038511
0.769973, -0.527563
-0.901144, 0.372193
-1.517592, -0.586348
-0.198901, -1.426038
-0.812241, -2.633201
1.129335, -1.836005
1.635575, -1.943193
0.398753, -0.872340
-0.278161, -0.293644
-1.105931, -0.399358
-1.215879, -0.578378
-0.829256, -0.869143
0.820344, -2.363550
1.331122, -2.252096
0.992108, -1.469484
0.699285, -0.292383
-1.390290, -0.421147
-0.625897, -0.143225
-1.169424, -1.193396
0.002224, -2.171971
0.680905, -1.622663
1.508119, -2.162999
0.426995, -0.914103
-0.682828, -0.679031
-0.979338, 0.129140
-1.509006, -0.433983
-0.325919, -1.148917
0.414158, -2.084812
0.672753, -2.490119
1.273488, -0.506160
-0.563954, -1.032442
-0.654112, 0.547524
-1.591672, -0.696342
-0.677688, -0.738518
-0.440996, -0.527376
1.352661, -2.205852
1.099509, -0.882403
0.689357, -1.678563
0.168115, 0.365407
-1.338403, -0.890812
-0.495655, -0.378913
-0.937822, -1.774841
0.232760, -2.111481
0.702792, -1.193052
0.740368, -1.768214
-0.329887, -0.392309
-1.046026, -0.578248
-1.155401, -0.445476
-2.800920, -1.519168
-0.074958, 0.218242
0.327017, -0.290117
0.690500, -1.523780
1.744355, 0.121158
-0.679540, -1.026494
-0.778231, -0.074936
-2.002195, -0.404703
-0.094161, -0.311919
0.537405, -1.072738
0.971779, -1.328207
0.330886, -0.392277
0.820768, -1.209993
-0.181466, -0.496854
-2.060324, -0.356033
-0.364488, -0.230400
-0.988915, -0.881616
0.883684, -1.117684
1.073576, -0.621015
1.062093, -1.682244
-0.247298, -0.023704
-1.371330, -1.098805
-1.412599, 0.034987
-0.999657, -0.294300
0.329966, -1.428803
0.502490, -0.322474
1.221409, -0.978303
0.834451, -0.615919
-1.372747, -0.972221
-0.589339, 0.309748
-2.337649, -1.062660
0.684477, -0.387763
-0.004569, -0.156808
1.399428, -1.386343
0.535564, -0.444466
0.338993, -1.698335
-1.237042, 0.181319
-2.169702, -0.364110
-0.488084, -0.543441
-0.377915, -0.068914
1.403483, -1.224516
0.405530, -0.152723
0.418025, -0.955686
0.172024, 0.298384
-1.774322, -0.864447
-0.508744, 0.217197
-0.465746, -0.550031
0.671425, -1.539822
0.964210, -0.314977
0.842673, -0.919254
-0.096137, -0.000838
-0.984304, -1.139796
-1.146719, 0.037691
-1.218895, -0.376614
0.748689, -0.632893
0.412283, -0.438280
1.531537, -0.824309
0.308460, -0.347671
-1.074354, -1.022968
0.255669, 0.376697
-1.054076, -0.880031
0.009330, -1.216019
-0.475900, -0.328340
1.339760, -1.634187
0.454587, -0.082386
-0.034219, -0.985149
-0.453616, -0.276172
-1.491634, -0.452682
-0.368310, -1.043821
-0.978312, -0.514061
0.855646, -1.178304
0.557649, -0.302271
-0.377111, -0.847545
0.073058, 0.578528
-1.100183, -0.266465
-0.630036, -0.248182
-0.487131, -0.974373
0.573835, -1.304079
0.624980, -0.293257
0.336506, -0.788358
0.368497, 0.271404
-1.773315, -1.353888
-0.423462, 0.246667
-0.764346, -0.774933
-0.070653, -0.272442
-0.032761, -0.457796
1.090822, -0.882794
0.581900, 0.146753
-0.552898, -0.447199
0.196371, -0.295436
-1.031011, -0.850498
-0.474954, -0.766684
0.107354, -1.425035
0.530009, -0.667179
0.357432, -0.401433
-0.107474, -0.667912
-0.913479, -0.191084
-0.920658, -0.403055
-0.398865, -0.897695
-1.609162, -0.929056
0.706912, -0.484541
0.288188, 0.199722
0.263759, -0.348248
-0.134983, 0.184486
-0.515469, -0.987560
-1.365391, 0.029344
-0.328881, -0.395043
0.120660, -1.182367
0.106592, -0.066823
1.076887, -0.034285
-0.346979, -0.641628
-0.192688, 0.267506
-0.296808, -0.536509
-1.182350, -0.802818
0.070917, -0.564539
0.003105, -1.022972
0.315284, -0.874415
0.861339, 0.347473
-0.615924, -0.432560
-1.414415, 0.211964
-0.528386, -0.402959
-0.379573, -1.017805
0.071426, -0.334281
0.829905, -0.490651
0.234188, -0.098271
-0.287647, 0.271897
0.680551, -0.719484
-1.055725, -0.520733
-0.690020, -0.421885
0.148806, -0.669761
0.076809, -1.765938
0.245442, -0.312935
0.281264, 0.084790
-0.675862, -0.104698
-0.701919, 0.103739
-0.516769, -0.841253
-0.395913, -0.769446
-0.049359, -0.628217
0.594849, -0.358346
-0.103222, -1.022770
0.166688, 0.508189
-0.639288, -0.194969
-1.003972, -0.495630
0.032125, 0.007927
-0.123926, -1.563452
-0.547375, -0.716078
0.227435, -0.312560
0.674491, -0.135081
-0.993008, 0.375919
-0.549394, -0.061335
-0.389843, -0.238439
-0.412552, -0.559168
0.314790, -1.011164
0.069408, -1.104703
0.271473, 0.049499
-0.242838, 0.513485
-0.320833, 0.077845
-0.995337, -0.344890
-0.231226, -0.508993
0.309228, -0.742575
-0.188430, -0.526418
0.730156, -0.648254
-0.382061, 0.182437
0.319009, 0.437973
-0.550784, 0.063482
-0.175989, -0.873952
0.010746, -0.368818
0.025049, -1.326247
0.799235, -0.486718
0.258267, -0.671177
0.210568, -1.189057
-1.234751, 0.708726
-0.336303, -0.443430
-1.196954, -0.672584
-0.894793, -1.233042
0.947238, -0.351383
0.348201, -0.036799
0.037540, 0.402005
-0.017936, -0.186668
-1.074556, -0.427879
-0.328171, -0.443687
-0.901440, -0.457923
0.655304, -0.601205
0.258648, 0.399643
1.032382, -0.774073
-0.368746, 0.052455
0.585569, -0.288414
-0.609482, -0.224341
-1.490927, -0.970887
0.297040, -0.776381
0.783131, -0.698898
0.650535, -0.323185
0.159564, 0.288870
-0.006282, -0.896889
-1.043060, -0.526727
-0.314635, -0.058545
-0.263295, -0.450930
-0.069105, -0.643225
1.478935, -1.417776
0.600741, -0.344245
-0.210789, -0.510707
-0.551569, 0.013597
-1.489203, -0.249229
0.603067, -0.917984
-0.214108, -1.218929
0.873754, -0.287052
0.761545, -1.135089
0.029684, -1.475651
-0.122231, 0.411132
-0.753298, -1.011488
-1.097809, -0.118724
-0.247753, -1.084237
0.511299, -2.346095
0.433068, -1.178958
0.363603, -0.578152
-0.483196, -0.882649
-2.232595, 0.738011
-1.209824, -0.892598
-0.268471, -0.582400
0.376609, -1.188898
1.176382, -0.414063
-0.634771, -2.565736
0.242854, 0.078019
-1.104990, 0.094531
-1.009678, -0.159865
-0.596104, 1.110867
0.189550, -2.930563
0.925836, -2.562583
1.419889, -2.160941
1.619673, -1.956389
-4.133656, -1.234299
-0.881573, 0.461132
-4.679937, -1.547038
-0.552056, -0.551657
-0.604847, -0.319299
5.930896, -10.603560
9.942946, -8.876867
-38.021087, 13.637574
0.441409, -0.390838
7.945854, 2.536378
-0.047036, 0.738525
0.305101, -1.900404
-2.425204, 3.300746
-1.397755, -0.469404
-4.160060, 3.390973
-0.191616, -0.014601
0.619119, 1.325630
1.271293, 0.496340
1.853101, 1.665729
-1.465615, -0.812925
-0.859240, -0.816429
-1.309915, 0.843120
0.067550, 0.193918
-0.021032, 1.948968
0.061835, -0.103816
0.040879, 0.265306
0.480033, -0.737407
0.649361, -0.455857
-1.880623, -0.007875
-0.535700, 0.336666
-0.778578, 0.647840
0.010774, 0.091686
0.502996, 1.038275
-0.268308, -0.678492
-0.555948, -0.052405
-0.153117, 0.507451
-0.215929, -0.175628
0.271802, 1.256309
-0.107460, 0.192643
0.397632, -0.402595
-0.347781, -0.366549
0.651746, -0.278069
-0.467837, -0.112607
-0.755463, -0.000842
0.279842, 0.526141
-0.310808, -0.830688
0.455573, 0.347849
-0.136467, 0.373207
-0.793647, -0.335684
-0.141105, -0.821469
0.150722, -0.102239
0.211338, 0.654545
-0.306949, 0.071385
-0.289116, -0.006160
-0.029726, -0.800408
0.681169, 0.040042
-0.685251, -0.319722
-1.131861, -0.041166
0.829070, -0.127712
-0.357593, -0.528820
0.666068, 0.195223
-0.617409, 0.210028
-0.208479, -0.532629
-1.001178, -0.614199
0.439263, -0.951832
-0.246119, 0.045812
-0.336175, 0.444428
-1.135492, -0.036615
-0.099865, -0.350578
-0.067011, -0.160772
-0.172539, 0.708524
-0.255605, -0.430973
-0.536259, -0.387984
0.241303, -0.272309
-0.330198, 0.308753
-0.535106, -0.200640
-0.275462, 0.170129
-0.290265, -0.031976
-0.015414, 0.330426
0.148999, -0.249925
-0.562412, -0.483545
-0.492011, 0.030046
0.377504, 0.014847
-0.448867, 0.160563
0.198247, 0.349268
-0.154712, 0.218117
-0.156508, -0.643928
-0.580816, -0.174660
0.570629, -0.716676
-0.126415, 0.366292
0.045339, 0.290906
0.154339, -0.637361
-0.796608, -0.239102
-0.460895, -0.370456
-0.592178, -0.068603
0.142638, -0.502930
0.274761, 0.407640
-0.568739, -0.099823
-0.218946, -0.030536
-0.171149, -0.073444
-0.124520, -0.169664
-0.689767, -0.077848
-0.177264, -0.676896
0.035691, 0.232419
-0.112054, 0.151259
0.099264, -0.202463
-0.822030, 0.111536
-0.054613, -0.239207
-0.680304, -0.064831
0.053556, -0.218137
-0.441873, 0.288267
0.226185, -0.238328
-0.140483, 0.553857
0.074325, -0.361481
-0.678384, -0.486507
-0.408435, 0.595283
-0.002036, 0.028964
-0.188984, 0.332970
0.079016, -0.423921
0.482027, 0.050000
0.178177, -0.100864
-0.111812, 0.402326
-0.382454, -0.849377
-0.093175, -0.323638
