Real, Imaginary
2.336300, 1.903353
-1.717029, -1.187313
0.617303, 0.734608
-0.677020, -0.476191
-4.007849, 0.724788
1.782983, 1.376073
4.555645, 3.927023
-0.942650, -1.514343
4.550469, -5.440231
-3.779500, -3.722485
-4.624961, 1.451267
-0.540217, -0.484208
1.746018, 2.218400
-1.345365, 0.924396
0.784267, -5.820546
-5.664428, -2.054980
-0.892916, 3.485602
1.893718, 0.760579
0.447843, 3.294929
-1.264577, 0.227786
1.470797, -3.748183
-1.470181, -1.128056
-3.252397, 6.941234
0.946961, 3.515438
2.108266, -2.657476
-1.977269, -4.334857
-0.124972, 0.513541
-0.699868, -0.157269
-1.371756, 1.355525
0.234001, 1.873562
0.326758, -1.738453
0.216278, 3.049273
3.105253, -0.223319
-2.503646, 1.124679
1.284835, 1.272796
1.194025, 1.014816
3.311359, -3.197007
1.614011, -0.673948
-1.416528, -3.020015
-0.508543, 0.219342
0.373714, -3.933990
-3.207466, 1.283048
1.456771, 0.592633
-0.639624, -3.328800
-0.852674, 0.389175
1.194146, -0.621651
-3.481819, -0.489597
-1.182201, 2.703646
5.220190, 1.737811
0.857720, -2.368203
-2.725395, 1.454430
-1.852856, 1.999652
-1.496558, 0.077682
0.156902, 4.881862
5.270638, 1.334036
1.221384, -3.345181
-0.066108, -3.457997
2.833677, 5.138726
4.614373, -0.158989
7.276401, 0.341425
2.501415, -6.979030
-1.006333, -1.495608
-1.697428, -2.116589
0.543695, 2.499691
-1.622814, -4.630381
2.259650, -1.086287
1.401107, -2.788280
-0.207710, -4.788327
-3.731584, -3.116533
0.129645, 0.399090
0.724763, -1.885799
3.497292, -2.528649
-0.744039, -0.488557
-0.951014, -3.387972
-3.200294, -1.948144
-3.047057, -4.778690
-1.471047, 1.961406
1.950570, 3.515274
-0.527223, 1.246327
0.952499, -7.270423
-3.789749, -2.841899
-4.577963, 1.974690
0.675587, 4.028958
1.399619, -0.614385
0.061504, -3.674819
-0.048865, -5.372086
-1.382500, 3.096056
0.937848, 0.297728
0.743277, -1.316427
-0.085624, 3.603231
-1.136117, -0.478279
-2.013893, -2.479452
0.483684, -1.900458
-6.246147, -0.499675
0.041957, -1.020855
-3.013948, -1.595442
-0.128100, -0.957474
5.135388, -1.562238
3.312608, -1.570532
-3.121999, 1.466735
0.392272, -5.739803
-3.138556, -0.388954
-2.488774, 0.402534
-0.791949, -1.365199
-2.195912, -4.134834
-6.250335, -3.251104
-9.492102, -4.081456
-0.326173, 3.998094
-2.554574, 2.815750
1.917149, 1.912018
-3.337338, -1.340902
-1.754032, 2.910424
-5.580717, 0.796927
2.223794, 3.894064
-4.768449, 4.401506
2.164164, 0.144344
1.384287, -2.454728
-1.018960, 0.814675
-4.896783, 3.956128
3.423731, 1.336660
0.826520, 2.940520
5.144357, -1.809034
1.320976, -3.340372
-5.603841, -2.961405
-0.138247, -0.210112
1.703771, -2.789977
-0.359828, 2.728366
-0.553053, -3.317612
-0.852069, 0.656895
-1.130413, -1.545023
-3.849436, 0.193327
-5.477013, 5.046826
1.413071, 3.836704
1.543989, -1.698709
0.186263, 0.242995
-0.659382, -6.687926
-2.101259, 0.030551
-0.449134, 4.305668
2.311642, 2.450511
4.889258, -1.589678
-3.379699, -3.047718
-1.571674, -0.633411
-0.373432, 2.372643
-4.100158, 1.126324
-1.520233, -1.778756
-0.694285, -2.123743
-3.848319, 1.552188
2.614555, -1.203014
0.496355, 1.245043
-1.726586, 4.340649
3.568327, -1.760590
0.183392, -0.710654
-0.826141, 0.957582
2.346678, 3.859439
3.290740, 0.716030
-3.395760, -9.432473
-1.064530, -3.222711
-0.375224, 2.035003
-1.710752, 1.670762
0.047004, -0.517421
-1.965857, 1.322636
0.249554, -1.209960
2.492843, 3.181533
-1.668591, -0.629732
-1.032505, -3.730715
-2.827330, -0.312874
0.451419, 5.759676
5.155946, -6.157303
1.413998, -1.685717
-4.358796, 0.850104
-1.484771, -2.198101
-3.837822, 4.574094
-2.161327, 3.356921
1.979636, -0.226105
2.728321, 0.183479
-3.539068, -2.913986
-0.722090, -7.669477
-5.690757, 4.473113
0.169841, 2.948928
3.002564, -0.411645
-3.309173, 2.638826
-1.477326, 3.283823
-1.577469, -1.506999
-5.747607, 5.461800
0.247862, 2.650433
2.551906, 1.804528
-2.291100, 3.387450
4.231966, -4.757684
2.059146, 0.669951
1.524926, -0.552607
0.458077, -2.026458
0.719341, 2.965055
0.305732, -0.029327
2.253944, -3.490073
-2.104840, 5.199969
-5.293781, -3.972245
2.234072, -1.186896
0.804529, 4.164491
-4.497327, 0.461880
2.327810, -0.658893
1.373149, 2.726410
-1.898071, -2.113399
5.337615, -0.321501
-4.987510, 4.675922
-1.247190, -1.818214
5.097028, -2.634836
1.135404, 1.951303
-1.644599, -5.820416
3.518355, 0.035719
-3.541827, 0.651921
-3.394094, -6.013107
-2.078427, 1.062623
-0.692096, 8.489891
-0.698704, -3.351601
-0.273074, -2.053967
-8.268729, -0.225126
-0.312765, -1.764767
1.857679, 4.434094
4.698518, 3.305692
4.262724, -7.590240
-1.085753, -1.062528
-2.936449, 2.049399
-1.978791, -1.075611
-1.508446, 10.841696
3.314045, -1.566598
1.104886, -4.081625
-1.828145, -2.079923
-1.496742, -5.049014
0.245879, -3.188591
2.405598, 6.549900
1.993482, -4.392252
2.933925, -4.684777
-3.518067, -4.986174
-3.295071, -0.904409
-1.506558, 1.049740
-8.828721, 2.588612
-3.724551, -0.774461
2.606805, 1.397456
0.532853, 0.098688
-1.788623, -6.515707
-2.927819, 0.607598
-4.243602, 3.243689
0.597383, 0.721651
1.611108, 4.232366
-1.599466, -0.683853
-2.656845, -0.631139
-1.026135, 2.160919
-2.066044, -1.917696
-3.538861, -0.155469
1.753237, 6.669458
-1.447622, 1.717938
5.085798, 0.414263
-1.347674, -1.514225
-2.008604, -2.044926
-5.228999, -0.464737
-2.997603, 1.238644
-1.369733, 0.811823
4.516907, 1.857409
-0.253557, -0.043701
-0.229895, -6.700552
-4.475294, 0.911730
-4.189315, 6.488965
0.302269, 6.686934
-0.681153, 2.703100
-0.705963, 0.928535
-2.417183, -2.162694
-1.439453, 0.382953
-6.458206, 0.528740
2.226736, 5.140228
5.102284, 1.771574
3.599538, -2.519801
0.598929, -2.080580
-0.995376, -0.355098
-0.630672, 3.423585
-2.910351, 2.872360
-2.645137, 5.266185
0.317067, -1.999953
-1.066723, 0.667903
-0.744405, 2.037280
1.751474, -1.271833
-3.444547, 3.450769
6.357364, 1.510806
2.585116, -3.668129
0.951698, 6.794396
0.142568, -0.985951
-1.315920, -0.629261
-3.414973, 0.503398
